"Tank #","Facility ID",Capacity,Status,Substance,"Tank Material","Date Installed",Atg,Delete
1,6-330050,6000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1980, ,
2,6-330050,6000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1980, ,
1,6-330051,4000,Closure,Diesel,"Asphalt Coated or Bare Steel",08/01/1978, ,
2,6-330051,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",08/01/1978, ,
3,6-330051,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",04/01/1983, ,
1,6-330053,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1956, ,
2,6-330053,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
3,6-330053,2000,Closure,Diesel,"Epoxy Coated Steel",08/01/1990, ,
4,6-330053,1000,Closure,"Regular Gasoline","Epoxy Coated Steel",08/01/1990, ,
2,6-330054,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
3,6-330054,6000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1983, ,
1,6-330055,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1979, ,
1,6-330056,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",11/30/1974, ,
2,6-330056,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",11/30/1974, ,
1,6-330057,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
1,6-330058, ,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",03/01/1987, ,
2,6-330058, ,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",03/01/1987, ,
3,6-330058, ,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",03/01/1987, ,
1,6-330059,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
2,6-330059,12000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
3,6-330059,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
4,6-330059,12000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",07/27/1992, ,
5,6-330059,8000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",07/27/1992, ,
1,6-330060,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1983, ,
2,6-330060,8000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1983, ,
3,6-330060,8000,Closure,"Premium Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1983, ,
1,6-330063,500,Closure,Diesel,"Asphalt Coated or Bare Steel",07/01/1982, ,
1,6-330064,200,Closure,Diesel,"Asphalt Coated or Bare Steel",08/01/1986, ,
1,6-330066,250,Closure,Diesel,"Composite (Steel w/ FRP)",04/01/1987, ,
1,6-330067,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
2,6-330067,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1980, ,
1,6-330068,3000,Active,Diesel,"Fiberglass Reinforced Plastic",01/01/1986, ,
2,6-330068,20000,Active,Diesel,"Fiberglass Reinforced Plastic",09/01/2015, ,
3,6-330068,20000,Active,Diesel,"Fiberglass Reinforced Plastic",09/01/2015, ,
4,6-330068,20000,Active,Diesel,"Fiberglass Reinforced Plastic",09/01/2015, ,
5,6-330068,20000,Active,Diesel,"Fiberglass Reinforced Plastic",09/01/2015, ,
1,6-330069,1000,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1971, ,
2,6-330069,5000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
3,6-330069,5000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
4,6-330069,3000,Active,"Regular Gasoline","Epoxy Coated Steel",11/01/1990, ,
5,6-330069,3000,Active,Diesel,"Epoxy Coated Steel",11/01/1990, ,
6A,6-330069,3000,Active,Diesel,"Composite (Steel w/ FRP)",11/01/1990, ,
6B,6-330069,3000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",11/01/1990, ,
1,6-330070,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
2,6-330070,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
1,6-330071,250,Closure,Diesel,"Asphalt Coated or Bare Steel",10/01/1980, ,
1,6-330073,300,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1982, ,
1,6-330075,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1962, ,
2,6-330075,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
3,6-330075,1000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",07/01/1989, ,
4,6-330075,1000,Closure,Diesel,"Composite (Steel w/ FRP)",07/01/1989, ,
1,6-330076,250,Closure,Diesel,"Asphalt Coated or Bare Steel",10/01/1986, ,
2,6-330076,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",07/01/1969, ,
1,6-330077,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
1,6-330078,5000,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1978, ,
2,6-330078,1000,Active,Diesel,"Fiberglass Reinforced Plastic",12/01/1998, ,
3,6-330078,1000,Active,Diesel,"Fiberglass Reinforced Plastic",12/01/1998, ,
4,6-330078,6000,Active,Diesel,"Fiberglass Reinforced Plastic",08/01/2006, ,
5,6-330078,6000,Active,Diesel,"Fiberglass Reinforced Plastic",08/01/2006, ,
1,6-330601,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1984, ,
2,6-330601,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1984, ,
5,6-330601,6000,Active,"Aviation Gas","Fiberglass Reinforced Plastic",07/01/2006, ,
3A,6-330601,5000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",03/01/1999, ,
3B,6-330601,3000,Active,"Aviation Gas","Composite (Steel w/ FRP)",03/01/1999, ,
1,6-330604,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",07/01/1968, ,
2,6-330604,500,Closure,Diesel,"Asphalt Coated or Bare Steel",07/01/1968, ,
1,6-330605,10000,Active,"Regular Gasoline","Epoxy Coated Steel",09/01/1980, ,
2,6-330605,10000,Active,"Regular Gasoline","Epoxy Coated Steel",09/01/1980, ,
3,6-330605,10000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",10/01/1999, ,
4,6-330605,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",10/01/1999, ,
1,6-330606,8000,Closure,"Regular Gasoline","Epoxy Coated Steel",07/01/1981, ,
2,6-330606,10000,Closure,Diesel,"Epoxy Coated Steel",07/01/1981, ,
3,6-330606,12000,Closure,"Regular Gasoline","Epoxy Coated Steel",07/01/1981, ,
4,6-330606,6000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",10/01/1988, ,
1,6-330607,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1960, ,
2,6-330607,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1960, ,
1,6-330608,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",04/23/1996, ,
2,6-330608,8000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",04/23/1996, ,
3,6-330608,2000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",04/23/1996, ,
4,6-330608,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",12/01/1985, ,
5,6-330608,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",12/01/1985, ,
6,6-330608,1000,Active,Diesel,"Asphalt Coated or Bare Steel",12/01/1985, ,
1,6-330609,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
1,6-330610,20000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1984, ,
2,6-330610,20000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1984, ,
3,6-330610,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",11/01/1997, ,
4,6-330610,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",11/01/1997, ,
5,6-330610,20000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1984, ,
1,6-330611,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
1,6-330612,6000,Active,Diesel,"Composite (Steel w/ FRP)",04/18/1988, ,
2,6-330612,6000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",08/01/1989, ,
3,6-330612,10000,Active,Diesel,"Composite (Steel w/ FRP)",01/01/1999, ,
1,6-330613,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
2,6-330613,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1978, ,
1,6-330614,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",09/20/1977, ,
2,6-330614,6000,Active,Diesel,"Asphalt Coated or Bare Steel",09/20/1977, ,
3,6-330614,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",08/01/1999, ,
1,6-330615,20000,Active,Diesel,"Fiberglass Reinforced Plastic",10/01/1993, ,
2,6-330615,20000,Active,"E10 Regular","Fiberglass Reinforced Plastic",10/01/1993, ,
3,6-330615,12000,Active,"Offroad Diesel","Fiberglass Reinforced Plastic",10/01/1993, ,
4,6-330615,12000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",10/01/1993, ,
5,6-330615,12000,Active,"Offroad Diesel","Fiberglass Reinforced Plastic",10/01/1993, ,
6,6-330615,6000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",10/01/1993, ,
1,6-330616,800,Closure,"Regular Gasoline",Other,09/01/1979, ,
1,6-330617,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1969, ,
1,6-330618,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",10/01/1994, ,
2,6-330618,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",10/01/1994, ,
3,6-330618,12000,Active,Diesel,"Fiberglass Reinforced Plastic",10/01/1994, ,
1,6-330619,1200,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330620,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
2,6-330620,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
1,6-330621,10000,Active,"E10 Regular","Cathodically Protected Steel (Galvanic)",12/15/1996, ,
2,6-330621,8000,Active,"E10 Premium","Cathodically Protected Steel (Galvanic)",12/15/1996, ,
3,6-330621,2000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",06/01/2003, ,
4A,6-330621,9000,Active,Diesel,"Composite (Steel w/ FRP)",10/05/2012, ,
4B,6-330621,3000,Active,"Offroad Diesel","Composite (Steel w/ FRP)",10/05/2015, ,
1,6-330622,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",10/01/1996, ,
1,6-330623,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330624,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",04/30/1970, ,
1,6-330625,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/31/1982, ,
2,6-330625,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/31/1982, ,
1,6-330626,2000,Closure,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",05/01/1990, ,
1,6-330627,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,6-330627,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
3,6-330627,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
4,6-330627,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
5,6-330627,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
6,6-330627,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
7,6-330627,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330628,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330629,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1970, ,
1,6-330630,8000,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
2,6-330630,8000,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-330631,8000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",12/22/1988, ,
2,6-330631,12000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",12/22/1988, ,
1,6-330632,15000,Active,"E10 Regular","Composite (Steel w/ FRP)",06/01/2002, ,
3,6-330632,15000,Active,Diesel,"Composite (Steel w/ FRP)",06/01/2002, ,
2A,6-330632,5000,Active,"E10 Premium","Composite (Steel w/ FRP)",06/01/2002, ,
2B,6-330632,5000,Active,"Offroad Diesel","Composite (Steel w/ FRP)",06/01/2002, ,
2C,6-330632,5000,Active,Diesel,"Composite (Steel w/ FRP)",06/01/2002, ,
1A,6-330634,20000,Active,"E10 Regular","Composite (Steel w/ FRP)",04/02/2024,1,
1B,6-330634,5000,Active,"Premium Gasoline","Composite (Steel w/ FRP)",04/02/2024,4,
2A,6-330634,10000,Active,"E10 Premium","Composite (Steel w/ FRP)",04/02/2024,2,
2B,6-330634,10000,Active,Diesel,"Composite (Steel w/ FRP)",04/02/2024,3,
1,6-330635,2500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1960, ,
2,6-330635,2500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1960, ,
1,6-330638,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",10/15/2014, ,
2,6-330638,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",10/15/2014, ,
3,6-330638,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",10/15/2014, ,
4,6-330638,12000,Active,Diesel,"Fiberglass Reinforced Plastic",10/15/2014, ,
1,6-330639,20000,Active,"E10 Regular","Fiberglass Reinforced Plastic",06/23/2015, ,
2A,6-330639,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",06/23/2015, ,
2B,6-330639,8000,Active,Diesel,"Fiberglass Reinforced Plastic",06/23/2015, ,
1,6-330640,10000,Closure,"Regular Gasoline", ,08/01/1973, ,
2,6-330640,10000,Closure,"Regular Gasoline", ,08/01/1973, ,
3,6-330640,5000,Closure,"Premium Gasoline", ,08/01/1973, ,
4,6-330640,5000,Closure,"Premium Gasoline", ,08/01/1973, ,
1A,6-330641,13000,Active,Diesel,"Fiberglass Reinforced Plastic",04/24/2019, ,
1B,6-330641,12000,Active,Diesel,"Fiberglass Reinforced Plastic",04/24/2019, ,
1,6-330642,0,Closure, ,"Asphalt Coated or Bare Steel",01/01/1979, ,
1,6-330644,10000,Closure,Unknown,"Asphalt Coated or Bare Steel",01/01/1955, ,
2,6-330644,10000,Closure,Unknown,"Asphalt Coated or Bare Steel",01/01/1955, ,
3,6-330644,1000,Closure,Unknown,"Asphalt Coated or Bare Steel",01/01/1955, ,
1,6-410001,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",12/01/1980, ,
1,6-410002,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1965, ,
1,6-410003,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1981, ,
2,6-410003,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1985, ,
1,6-410004,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1978, ,
2,6-410004,10000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1978, ,
3,6-410004,10000,Active,"Premium Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1978, ,
4,6-410004,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",05/11/2020,1,
5A,6-410004,6000,Active,"E10 Premium","Fiberglass Reinforced Plastic",05/11/2020,2,
5B,6-410004,6000,Active,Diesel,"Fiberglass Reinforced Plastic",05/11/2020,3,
1,6-410005,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
2,6-410005,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
3,6-410005,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
4,6-410005,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1961, ,
1,6-410006,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-410007,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
1,6-410008,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1977, ,
2,6-410008,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",06/01/1977, ,
3,6-410008,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1983, ,
1,6-410010,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,6-410010,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
3,6-410010,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-410011,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1951, ,
2,6-410011,2000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1951, ,
3,6-410011,300,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1961, ,
4,6-410011,500,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1951, ,
6,6-410011,8000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",11/01/1996, ,
7,6-410011,2000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",11/01/1996, ,
5A,6-410011,4000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",11/01/1996, ,
5B,6-410011,4000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",11/01/1996, ,
1,6-410014,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",12/22/1988, ,
2,6-410014,550,Closure,Other,"Asphalt Coated or Bare Steel",01/01/1953, ,
3,6-410014,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1953, ,
4,6-410014,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1953, ,
1,6-410015,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1936, ,
1,6-410016,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
1,6-410017,5000,Closure,"Regular Gasoline",Unknown,01/01/1979, ,
1,6-410018,1000,Closure,"Regular Gasoline",Unknown,07/01/1975, ,
2,6-410601,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1985, ,
3,6-410601,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1985, ,
1,6-410602,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Galvanic)",10/01/1984, ,
2,6-410602,10000,Active,"Premium Gasoline","Cathodically Protected Steel (Galvanic)",10/01/1984, ,
1,6-410603,500,Closure,"Regular Gasoline","Polyethylene Tank Jacket",12/22/1988, ,
2,6-410603,500,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
3,6-410603,500,Closure,Diesel,Unknown,12/22/1988, ,
1,6-410604,1000,Closure,"Heating Oil","Asphalt Coated or Bare Steel",08/01/1978, ,
2,6-410604,1000,Closure,"Heating Oil","Asphalt Coated or Bare Steel",05/01/1979, ,
3,6-410604,500,Closure,"Heating Oil","Asphalt Coated or Bare Steel",06/01/1981, ,
1,6-410605,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1965, ,
2,6-410605,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1965, ,
3,6-410605,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1965, ,
4,6-410605,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1965, ,
5,6-410605,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1965, ,
2,6-410606,8000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1983, ,
3,6-410606,6000,Active,"Premium Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1983, ,
1A,6-410606,8000,Active,"Regular Gasoline","Composite (Steel w/ FRP)",01/01/1991, ,
1B,6-410606,2000,Active,Diesel,"Composite (Steel w/ FRP)",01/01/1991, ,
1,6-410607,500,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",07/01/1992, ,
1,6-410608,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
1,6-410609,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1985, ,
1,6-410611,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",11/01/1996, ,
2,6-410611,6000,Active,Diesel,"Fiberglass Reinforced Plastic",11/01/1996, ,
3,6-410611,6000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",11/01/1996, ,
4,6-410611,2000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",11/01/1996, ,
1,6-410612,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
3,6-410613,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1975, ,
4,6-410613,12000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/19/1975, ,
5,6-410613,12000,Active,"Aviation Gas","Fiberglass Reinforced Plastic",06/01/2004, ,
6,6-410613,1000,Active,"Not Listed","Asphalt Coated or Bare Steel",10/01/1991, ,
1M,6-410613,12000,Active,"Jet Fuel","Fiberglass Reinforced Plastic",03/03/2003, ,
2M,6-410613,12000,Active,"Jet Fuel","Fiberglass Reinforced Plastic",03/03/2003, ,
1,6-410614,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1978, ,
1,6-410615,15000,Active,"E10 Regular","Fiberglass Reinforced Plastic",09/01/2005, ,
3,6-410615,10000,Active,"Premium Gasoline","Fiberglass Reinforced Plastic",10/09/2019, ,
2A,6-410615,6000,Active,"E10 Premium","Fiberglass Reinforced Plastic",09/01/2005, ,
2B,6-410615,9000,Active,Diesel,"Fiberglass Reinforced Plastic",09/01/2005, ,
1,6-410617,5000,Closure,"Regular Gasoline", ,01/01/1975, ,
1,6-410618,6000,Active,"Offroad Diesel","Composite (Steel w/ FRP)",11/12/2021,4,
2,6-410618,12000,Active,"E10 Regular","Composite (Steel w/ FRP)",11/12/2021,1,
3A,6-410618,5000,Active,"E10 Premium","Composite (Steel w/ FRP)",11/12/2021,2,
3B,6-410618,5000,Active,Diesel,"Composite (Steel w/ FRP)",11/12/2021,3,
