"Facility ID","Facility Name","Owner Name","Facility Address","Facility Zip","Facility Status","Facility Type","Facility Phone",City,"Last Inspection",Latitude,Longitude,"Date Certified","Drinking Water Source","UST ID"
6-100085,"ANDREW WELL DRILLING","ANDREW WELL DRILLING SERVICES INC","1268 E 17TH ST",83401,Closure,Contractor,,"IDAHO FALLS", ,43.48225000,-112.00941000,05/07/1986,Yes,4003
6-100086,"Stinker Store #25 Beeches Corner","JOSHNIK, LLLP","4580 N YELLOWSTONE HWY",83401,Active,"Gas Station",208-524-2360,"IDAHO FALLS",3/29/2024,43.53710000,-111.96982000,12/10/2007,Yes,2662
6-100088,"NUKAYA FARMS","NUKAYA FARMS,NUKAYA FARMS","18 N 3100 E",83402,Closure,Farm,,"IDAHO FALLS", ,43.62666000,-112.08296000,11/28/1998,Yes,2664
6-100089,"RON SAYER DODGE","RON SAYER DODGE","490 NORTHGATE MILE",83401,Closure,"Auto Dealership",,"IDAHO FALLS",10/30/2012,43.50292000,-112.02662000,07/26/1999,Yes,2665
6-100090,"GEORGE'S FOOD BASKET","ELLIOTT RAY STANLEY,ELLIOTT RAY STANLEY/OSGOOD STORE","CORNER OF PAYNE & OSGOOD 
8100 N 35TH W aka 8105
 N 35th W",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.56822000,-112.10322000,,Yes,2666
6-100092,"RAIN FOR RENT","RAIN FOR RENT","3615 RIRIE HWY",83403,Closure,Truck/Transporter,,"IDAHO FALLS", ,43.54358000,-111.96066000,01/30/1992,Yes,2667
6-100093,"EDWARDS BROS INC","MORGAN EDWARDS","1875 N HOMES",83401,Closure,Truck/Transporter,,"IDAHO FALLS", ,43.51276000,-112.02409000,10/31/1991,Yes,2668
6-100094,"CITY OF AMMON","CITY OF AMMON","WILLIAMS ST",83401,Closure,"Local Government",,"IDAHO FALLS", ,43.47595000,-111.97381000,05/27/1993,Yes,2669
6-100095,"NEAHL H JOHNSON","NEAHL H. JOHNSON,NEAHL H JOHNSON","2390 ROSS",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.47543000,-111.95665000,11/29/1991,Yes,2670
6-100096,"TRIANGLE RECREATIONAL SALES & SERVICE","TRIANGLE REC SALES & SERVICE INC","1470 N SKYLINE DR",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.50931000,-112.06277000,04/24/1986,Yes,2671
6-100097,"WESTERN WHOLESALE SUPPLY","WESTERN WHOLESALE SUPPLY CO INC","3820 S YELLOWSTONE",83402,Closure,Truck/Transporter,,"IDAHO FALLS", ,43.46379000,-112.06029000,02/06/1995,Yes,2672
6-100100,"LDS CHURCH IDAHO FALLS TEMPLE","LDS CHURCH IDAHO FALLS TEMPLE","1000 MEMORIAL DR",83402,Closure,Other,,"IDAHO FALLS", ,43.49893000,-112.04055000,05/22/1996,Yes,2673
6-100101,"ROBERT L WHITE","ROBERT L. WHITE,ROBERT L WHITE","1805 W 49TH S",83402,Closure,Contractor,,"IDAHO FALLS", ,43.45358000,-112.06975000,01/16/1995,Yes,2674
6-100102,"FIRST STREET PLUMBING","RON D SUMMERS","345 1ST ST",83401,Closure,Contractor,,"IDAHO FALLS", ,43.49730000,-112.02734000,05/15/1998,Yes,2675
6-100103,"IDAHO DEPARTMENT OF LANDS (5)","IDAHO DEPARTMENT OF LANDS","3563 RIRIE HWY",83401,Closure,"State Government",,"IDAHO FALLS", ,43.54262000,-111.96260000,,Yes,2676
6-100105,"IDAHO FALLS TIRE AND BATTERY","LES SCHWAB TIRE","210 C ST",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.49382000,-112.03718000,05/07/1986,Yes,2678
6-100106,"Teton Peaks Auto and RV","Zahe Elabed,Right Price Auto Sales LLC","2010 1ST ST",83401,Active,"Gas Station",,"IDAHO FALLS",12/22/2021,43.49647000,-111.99362000,05/24/2004,Yes,2679
6-100107,"B & M MORGAN'S INC","B & M MORGAN'S INC","1458 W BROADWAY",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.49716000,-112.05645000,08/18/1999,Yes,2680
6-100108,"JAMES R LORELL","JAMES R. LORELL,JAMES R LORELL","15446 E RIRIE HWY",83443,Closure,Farm,,RIRIE, ,43.62622000,-111.72628000,10/04/1999,Yes,2681
6-100109,"IDAHO FALLS BATTERY RECAP","IDAHO FALLS BATTERY CO INC","1345 ENTERPRISE",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.46497000,-112.06077000,05/07/1986,Yes,2682
6-100110,"IDAHO FALLS BATTERY (WAREHOUSE)","LES SCHWAB TIRE","686 SHOUP",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.49452000,-112.03756000,05/07/1986,Yes,2683
6-100111,"HUGHES ROOFING CO","HUGHES ROOFING CO","3710 BOMBARDIER AVE",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.46528000,-112.06269000,07/22/1998,Yes,2684
6-100112,"IONA BUTTE RS","AT&T COMMUNICATIONS","ST HWY 26 
ABOVE PANORAMA DR",83427,Closure,Commercial,,IONA, ,43.54322000,-111.88648000,09/06/1994,Yes,2753
6-100113,"SOUTHLAND PRODUCE CO","SOUTHLAND PRODUCE CO INC","1705 N LINDSAY BLVD",83402,Closure,Other,,"IDAHO FALLS", ,43.51149000,-112.05611000,04/30/1986,Yes,2754
6-100114,"ELDON L. WARD","ELDON L WARD","11260 N 15th E, RT 2 BOX 360",83401,Closure,"Not Listed",208-522-3340,"IDAHO FALLS", ,43.59686800,-112.00359200,04/14/1986,Yes,2755
6-100115,"HARD TOP CARS","WES ROLFE","401 NORTHGATE MILE",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.49977000,-112.03001000,04/10/1986,Yes,2756
6-100116,"IDAHO BISHOPS CENTRAL","LDS CHURCH RISK MANAGEMENT","305 S 200 W",83454,Closure,"Not Listed","(208) 529-2201",UCON, ,43.59138000,-111.96610000,04/14/1986,Yes,2757
6-100117,"ZIEGLER LUMBER COMPANY","ZIEGLER LUMBER CO","3910 S YELLOWSTONE",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.46347000,-112.06060000,05/02/1986,Yes,2758
6-100118,"HK CONTRACTORS INC/TAYLOR CROSSING/MCNEIL DEVELOPMENT","HK CONTRACTORS INC","1000 MILLIGAN RD",83405,Closure,Contractor,,"IDAHO FALLS", ,43.48858000,-112.04778000,10/31/1991,Yes,2759
6-100119,"HOLMES SPEEDI MART","KENDALL WARD","779 S HOLMES",83401,Active,"Gas Station","(208) 522-1738","IDAHO FALLS",12/22/2021,43.49088000,-112.02347000,05/23/1996,Yes,2760
6-100120,"RED BARON FLYING SERVICE","AERO MARK INC","IDAHO FALLS MUNICIPAL AIRPORT",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.51738000,-112.05951000,05/21/1996,Yes,2761
6-100121,"Maverik Country Store #578/#185","MAVERIK, INC","3290 S YELLOWSTONE",83401,Active,"Gas Station",208-529-2053,"IDAHO FALLS",8/23/2023,43.46860000,-112.05665000,08/21/1997,Yes,2762
6-100122,"DEE'S(BROADWAY)  CHEVRON","CONRAD & BISCHOFF INC","1275 W BROADWAY",83402,Closure,"Gas Station",,"IDAHO FALLS", ,43.49553000,-112.05202000,10/13/2000,Yes,2763
6-100123,"CHEVRON USA 72860","CHEVRON USA INC","689 1ST ST",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.49710000,-112.01911000,,Yes,2764
6-100124,"J R SIMPLOT CO","J R SIMPLOT CO","1020 W BROADWAY",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.49549000,-112.04968000,,Yes,2765
6-100125,"PETERSON'S ROCK HOLLOW RANCH","COY PETERSON,PETERSON'S ROCK HOLLOW RANCH","RT 7 BOX 185
8051 S AMMON RD",83401,Closure,Farm,,"IDAHO FALLS", ,43.42556000,-111.96388000,01/21/1994,Yes,2766
6-100126,"NEW SWEDEN IRRIGATION DIST","NEW SWEDEN IRRIGATION DIST","2340 W 17TH S",83402,Closure,"Local Government",,"IDAHO FALLS", ,43.48256000,-112.07785000,01/16/1992,Yes,2767
6-100127,"COCA COLA CO","COCA COLA CO","900 LINCOLN RD",83401,Closure,Commercial,,"IDAHO FALLS", ,43.51116000,-112.01302000,11/25/1991,Yes,2768
6-100128,"IDAHO FALLS COUNTRY CLUB","IDAHO FALLS COUNTRY CLUB INC","11611 S COUNTRY CLUB",83401,Closure,Other,,"IDAHO FALLS", ,43.39241000,-111.99204000,04/27/1994,Yes,2769
6-100130,"JENSEN LAND CORP","JENSEN LAND CORP","JENSEN RD",83404,Closure,Farm,,"IDAHO FALLS", ,43.48771700,-111.82547900,10/30/1991,Yes,2770
6-100131,"GATEWAY SERVICE","WILLIAM L. FISHER,GATEWAY SERVICE","291 S HWY 26",83443,Closure,"Gas Station",,RIRIE, ,43.62612000,-111.77838000,06/07/1999,Yes,2771
6-100132,"ALEX D CREEK","ALEX D CREEK","320 1ST ST",83404,Closure,"Gas Station",,"IDAHO FALLS", ,43.49682000,-112.02825000,10/31/1991,Yes,2772
6-100133,"GOODMAN OIL (K)","DEBORAH L SMITH,GOODMAN OIL","1208 W BROADWAY",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.49561000,-112.05012000,,Yes,2773
6-100134,"United Parcel Service # 5","RENAISSANCE PARTNERS","450 S UTAH AVE",83401,Closure,Truck/Transporter,,"IDAHO FALLS", ,43.49318000,-112.04974000,04/19/2004,Yes,2774
6-100135,"LDS WELFARE SERVICES","LDS CHURCH RISK MANAGEMENT","5318 W 49TH N",83402,Closure,Farm,,"IDAHO FALLS", ,43.54013000,-112.14044000,05/31/1994,Yes,2775
6-100136,"Jacksons Food Store #071","JACKSONS FOOD STORES","2545 E 17TH ST AMMON",83406,Closure,"Gas Station",,"IDAHO FALLS",4/12/2011,43.48220000,-111.98352000,06/13/2011,Yes,2842
6-100138,"BA WACKERLI CO","B A WACKERLI CO","785 W BROADWAY",83405,Closure,"Auto Dealership",,"IDAHO FALLS", ,43.49410000,-112.04787000,11/04/1991,Yes,2843
6-100139,"BA WACKERLI CO","B A WACKERLI CO","810 W BROADWAY",83405,Closure,"Not Listed",,"IDAHO FALLS", ,43.49491000,-112.04816000,05/06/1986,Yes,2844
6-100140,"Hillview Chevron","STEVEN AND JESSICA JOHNSON FAMILY PROPERTY, LLC","233 SWAN VALLEY HWY BOX 484",83443,Active,"Gas Station","(208) 538-7992",RIRIE,12/11/2024,43.61299000,-111.77467000,02/24/2005,Yes,2845
6-100142,MINIT-LUBE,"WALDNER ENTERPRISES INC","185 S WOODRUFF",83401,Closure,Other,,"IDAHO FALLS", ,43.49602000,-111.99860000,03/03/1997,Yes,2846
6-100143,"AMMON SPEEDI MART","Lennis Tirrell","3490 E SUNNYSIDE RD",83406,Active,"Gas Station",208-529-3298,"IDAHO FALLS",5/3/2024,43.46718000,-111.96456000,11/25/1998,Yes,2847
6-100144,"NEAHL H JOHNSON","NEAHL H. JOHNSON,NEAHL H JOHNSON","4452 CROWLEY RD",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.45723000,-111.94425000,11/29/1991,Yes,2848
6-100145,"HOFF BROS INC","HOFF BROS INC","10660 S Hoff Lane",83406,Active,"Aircraft Owner","(208) 522-8567","IDAHO FALLS",11/10/2022,43.40046000,-111.98264000,02/09/2004,Yes,2849
6-100146,"Palisades Outpost","Mark Freeman","3781 SWAN VALLEY HWY",83428,Active,"Gas Station",,IRWIN,5/25/2022,43.36843000,-111.23543000,06/01/2000,Yes,2850
6-100147,"Jacksons Food Store #074","JACKSONS FOOD STORES","2265 N YELLOWSTONE",83401,Closure,"Gas Station",,"IDAHO FALLS",4/12/2011,43.51638000,-112.00748000,06/13/2011,Yes,2851
6-100148,"Hitt The Road #3","Jarom Christensen,Voyager Enterprises LLC","1716 AMMON RD",83401,Active,"Gas Station",,"IDAHO FALLS",10/19/2021,43.51154000,-111.96360000,01/22/1992,Yes,2852
6-100149,"Jacksons Food Store #073","JACKSONS FOOD STORES","2418 W BROADWAY",83401,Active,"Gas Station",,"IDAHO FALLS",11/30/2023,43.49689000,-112.07902000,09/24/2001,Yes,2853
6-100150,"G & C DISTRIBUTING","CARL HINCKLEY","194 OWEN AVE",83427,Closure,"Petroleum Distributor",,IONA, ,43.52550000,-111.93036000,03/12/1986,Yes,2854
6-100151,"NATIONAL CAR RENTAL LICENSEE (4)","MIDWEST CAR CORP","FANNING FIELD AIRPORT",83401,Closure,Other,,"IDAHO FALLS", ,43.51575000,-112.06581000,06/25/1999,Yes,2855
6-100152,"CHEVRON FOOD MART","LAVAR F. ALVEY,Brad H Hall","1725 E 17TH",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.48252000,-111.99937000,01/13/1999,Yes,2856
6-100153,"BONNEVILLE COUNTY COURTHOUSE","BONNEVILLE COUNTY","605 N CAPITAL AVE",83402,Active,"Local Government",208-604-2043,"IDAHO FALLS",5/22/2024,43.49506000,-112.04074000,12/14/2000,Yes,2857
6-100154,"BONNEVILLE COUNTY 2/WAL-MART","RENAISSANCE PARTNERS","1241 HOUSTON AVE",83402,Closure,"Local Government",,"IDAHO FALLS", ,43.49142000,-112.05333000,01/30/2004,Yes,2858
6-100155,"LAVAR F ALVEY","LAVAR F. ALVEY,LAVAR F ALVEY","1515 N HOLMES",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.51011000,-112.02455000,01/23/1986,Yes,2859
6-100156,"On The Run #80216","Parkland USA Corporation,Conrad & Bischoff","1300 W BROADWAY",83402,Active,"Gas Station",208-523-1092,"IDAHO FALLS",12/16/2022,43.49621000,-112.05187000,04/27/2010,Yes,2860
6-100158,"WRIGHT OIL & TIRE CO","Conrad & Bischoff","2251 N HOLMES AVE",83401,Closure,"Petroleum Distributor",,"IDAHO FALLS", ,43.51676400,-112.02407800,10/31/1991,Yes,2861
6-100159,"SCOMEY OIL","LARRY JEWKES","995 SHOUP",83401,Closure,"Not Listed","(208) 524-0012","IDAHO FALLS", ,43.49674000,-112.03646000,01/06/1986,Yes,2862
6-100160,"INTERMOUNTAIN GAS CO","INTERMOUNTAIN GAS CO","115 S SKYLINE DR",83402,Closure,Utilities,,"IDAHO FALLS", ,43.49620000,-112.06296000,10/31/1991,Yes,2863
6-100161,"AVIS RENT-A-CAR SYSTEMS","MICHAEL FEELY (Fuel Compliance Specialist)","IDAHO FALLS MUNICIPAL AIRPORT",83402,Closure,Other,,"IDAHO FALLS", ,43.51565000,-112.06580000,01/12/1993,Yes,2932
6-100162,"THE LODGE AT PALISADES CREEK","LODGE AT PALISADES CREEK INC","3720 HWY 26",83428,Closure,"Gas Station",,IRWIN, ,43.37532000,-111.24517000,11/13/1991,Yes,2933
6-100163,"DENT VOLKSWAGON INC","RAY DENT,DENT VOLKSWAGON INC","2250 LEWISVILLE HWY",83401,Closure,"Auto Dealership",,"IDAHO FALLS", ,43.51648000,-112.02314000,11/14/1991,Yes,2934
6-100164,"DIVERSIFIED METAL PRODUCTS","DIVERSIFIED METAL PRODUCTS","3710 N YELLOWSTONE HWY",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.52916000,-111.98331000,03/13/1996,Yes,2935
6-100165,"USBR PALISADES FIELD DIVISION","US BUREAU OF RECLAMATION","STAR RT BOX 29",83428,Closure,"Federal Non-Military",,IRWIN, ,43.33638000,-111.20361000,04/11/1986,Yes,2936
6-100166,"A-L SHEEHANS","A L SHEEHANS","4475 S 15TH W",83402,Closure,Other,,"IDAHO FALLS", ,43.45765000,-112.06208000,12/09/1991,Yes,2937
6-100167,"IDAHO FALLS MAIN","CenturyLink - Joe Robertson","299 C ST",83401,Closure,Utilities,,"IDAHO FALLS", ,43.49347000,-112.03787000,03/14/1986,Yes,2938
6-100168,Qwest,"CenturyLink - Joe Robertson","1895 N Boulevard",83401,Closure,Utilities,,"IDAHO FALLS",5/6/2009,43.51415000,-112.03391000,07/23/2010,Yes,2939
6-100169,"CHASE BAG CO.","BOWEN PETROLEUM INC (Clair Bowen)","795 LINDSAY BLVD",83401,Closure,Commercial,,"IDAHO FALLS", ,43.50119000,-112.04939000,11/04/1991,Yes,2940
6-100170,"BINGHAM MECHANICAL","Rory M. Olson","4400 S YELLOWSTONE HWY",83401,Closure,Commercial,,"IDAHO FALLS",4/8/2009,43.45925000,-112.06427000,04/03/2012,Yes,2941
6-100171,"BONNEVILLE POWER ADMIN","BONNEVILLE POWER ADMINISTRATION","2275 YELLOWSTONE",83401,Closure,"Federal Non-Military",,"IDAHO FALLS", ,43.51670800,-112.00706500,11/02/1991,Yes,2942
6-100172,"IRWIN MTCE YARD","IDAHO TRANSPORTATION DEPARTMENT","HWY 26 LEFT OF MP 380.6",83428,Closure,"State Government",,IRWIN, ,43.40870000,-111.29595000,03/16/1995,Yes,2943
6-100173,"IDAHO FALLS MTCE YARD","IDAHO TRANSPORTATION DEPARTMENT","1540 FOOTE DR",83401,Closure,"State Government",,"IDAHO FALLS", ,43.50940000,-112.05914000,11/22/1991,Yes,2944
6-100174,"AMCOR INCORPORATED","AMCOR INC","2240 S YELLOWSTONE",83402,Closure,"Not Listed",,"IDAHO FALLS", ,43.47751000,-112.04962000,01/13/1986,Yes,2945
6-100175,"B & F DIST CO","B & F DIST CO","1095 IONA RD",83403,Closure,Other,,"IDAHO FALLS", ,43.52719000,-112.01235000,01/29/1998,Yes,2946
6-100176,"EIRMC PARKVIEW FACILITY","HOSPITAL CORP OF AMERICA","2525 S BLVD",83403,Closure,"Not Listed",,"IDAHO FALLS", ,43.47512000,-112.03328000,04/07/1986,Yes,2947
6-100177,"ROCKWOOD GARAGE","H.R. ROCKWOOD,H R ROCKWOOD","3647 MAIN ST",83427,Closure,"Gas Station",,IONA, ,43.52883000,-111.93030000,07/29/1992,Yes,2948
6-100178,"BARNES AMOCO","J.D. BARNES,J D BARNES","695 YELLOWSTONE",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.49427000,-112.03688000,03/23/1999,Yes,2949
6-100179,"GREAT WESTERN CHEMICAL CO","GREAT WESTERN CHEMICAL CO","5200 N 15TH E",83401,Closure,Commercial,,"IDAHO FALLS", ,43.54201000,-112.00292000,07/01/1996,Yes,2950
6-100181,"IDAHO FALLS RERS #110","AMERCO/ U-HAUL","2535 N BLVD",83402,Closure,Truck/Transporter,,"IDAHO FALLS", ,43.51859000,-112.03387000,06/22/1993,Yes,2951
6-100182,"R & R SERVICE","RICHARD L. AGER,RICHARD L AGER","775 N YELLOWSTONE",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.49504000,-112.03632000,12/07/1987,Yes,2952
6-100183,"Maverik Country Store #396","MAVERIK, INC","145 S WOODRUFF",83401,Active,"Gas Station",208-529-2834,"IDAHO FALLS",8/23/2023,43.49642000,-111.99864000,10/10/2008,Yes,2953
6-100184,"IDAHO FALLS SECTION","UNION PACIFIC RAILROAD","MP 185",83402,Closure,Railroad,,"IDAHO FALLS", ,43.49719100,-112.03417600,04/29/1986,Yes,2954
6-100185,"SINCLAIR RETAIL 1","SINCLAIR OIL CORP","504 BROADWAY",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.49245000,-112.04274000,07/25/1989,Yes,3021
6-100186,"SINCLAIR RETAIL #11001","SINCLAIR OIL CORP","495  1ST ST",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.49711000,-112.02410000,10/10/1990,Yes,3022
6-100187,"SUBURBAN PROPANE GAS CORP","SUBURBAN PROPANE GAS CORP","3145 N YELLOWSTONE",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.52501000,-111.99190000,04/29/1986,Yes,3023
6-100188,"BONNEVILLE COUNTY 3","BONNEVILLE COUNTY","#17 HWY 31",83449,Closure,"Local Government",,"SWAN VALLEY", ,43.45331000,-111.33784000,01/08/1992,Yes,3024
6-100190,"GARLAND CALL POLE CO LOCATION","GARLAND CALL POLE COMPANY #1","6030 S YELLOWSTONE HWY",83402,Closure,Other,,"IDAHO FALLS", ,43.44388000,-112.07703000,07/29/1999,Yes,3026
6-100191,"IDAHO FALLS U-HAUL","AMERCO/ U-HAUL","1091 N YELLOWSTONE",83401,Closure,Other,,"IDAHO FALLS", ,43.50598000,-112.02460000,06/15/1999,Yes,3027
6-100192,"PHILLIPS 66 CO #0066","PHILLIPS 66 CO","THIRD & HOLMES",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.49527000,-112.02340000,03/26/1986,Yes,3028
6-100193,"PALISADES RD","US FOREST SERVICE","SNAKE RIVER GS",83449,Closure,"Federal Non-Military",,"SWAN VALLEY", ,43.46016000,-111.41454000,01/14/1986,Yes,3029
6-100194,"PALISADES RD","US FOREST SERVICE","CALAMITY GS",83428,Closure,"Federal Non-Military",,IRWIN, ,43.32764000,-111.21361000,01/14/1986,Yes,3030
6-100195,"BROADWAY FORD INC.","BROADWAY FORD INC","605 NEVADA",83402,Closure,"Auto Dealership",,"IDAHO FALLS", ,43.49670000,-112.04791000,04/28/1986,Yes,3031
6-100196,"BROADWAY FORD INC.","BROADWAY FORD INC","980 W BROADWAY",83402,Closure,"Auto Dealership",,"IDAHO FALLS", ,43.49518000,-112.04932000,01/02/1991,Yes,3032
6-100197,"USBR RIRIE DAM FIELD STATION","US BUREAU OF RECLAMATION","PO BOX 190",83443,Closure,"Federal Non-Military",,RIRIE, ,43.58216000,-111.73826000,04/11/1986,Yes,3033
6-100198,"EIRMC RIVERVIEW FACILITY","HOSPITAL CORP OF AMERICA","900 MEMORIAL DR",83403,Closure,"Not Listed",,"IDAHO FALLS", ,43.49862000,-112.04130000,04/07/1986,Yes,3034
6-100200,"IDAHO FALLS TAYLOR VIEW FARM","LDS CHURCH RISK MANAGEMENT","10591 S 15TH E",83401,Closure,Farm,,"IDAHO FALLS", ,43.39870000,-112.00365000,01/15/1992,Yes,3035
6-100201,"DONNIE DETAIL SHOP","DELLIS REPAIR,DONNIE DETAIL SHOP","1135 9TH ST",83404,Closure,Other,,"IDAHO FALLS", ,43.48986000,-112.01079000,09/03/1993,Yes,3036
6-100202,"GAS N GRUB","Kip Olson","865 LINDSAY",83401,Active,"Gas Station",208-529-3686,"IDAHO FALLS",6/29/2022,43.50287000,-112.05169000,10/10/2007,Yes,3037
6-100203,"FALLS ELECTRIC CO INC","LAWRENCE K WOOLSEY","555 W 19TH ST",83402,Closure,Utilities,,"IDAHO FALLS", ,43.48082000,-112.04488000,04/30/1986,Yes,3038
6-100204,"SONIC DRIVE-IN","WILLIAM L FLOYD,IDAHO DRIVE INC, LLC","1658, 1660, 1662 S YELLOWSTONE",83402,Closure,"Gas Station",,"IDAHO FALLS", ,43.48375000,-112.04493000,,Yes,3039
6-100206,"WALKER FARMS","ROLAND WALKER,WALKER FARMS","14329 W ARCO HWY",83401,Closure,Farm,,"IDAHO FALLS", ,43.53449000,-112.31914000,05/15/1986,Yes,3040
6-100207,"BOWL-ERO INC.","BOWL ARO INC","670 FIRST ST",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.49651000,-112.02018000,05/07/1986,Yes,3041
6-100208,"UCON PRODUCE INC 1","UCON PRODUCE INC","3430 E 109 N",83454,Closure,Truck/Transporter,"(208) 522-1891",UCON, ,43.59389000,-111.96492000,11/12/1991,Yes,3042
6-100210,"IDAHO FALLS DESERET INDUSTRIES","LDS CHURCH RISK MANAGEMENT","450 E ST",83401,Closure,Other,,"IDAHO FALLS", ,43.49668000,-112.03864000,11/18/1991,Yes,3043
6-100214,"INTERMOUNTAIN MILK PRODUC","INTERMOUNTAIN MILK PRODUCERS","751 CHAMBERLAIN",83401,Closure,Commercial,,"IDAHO FALLS", ,43.48579000,-112.04500000,11/26/1991,Yes,3112
6-100215,"WAYNE S LANDON","WAYNE S. LANDON,WAYNE S LANDON","1523 W 81 N",83402,Closure,Farm,,"IDAHO FALLS", ,43.57149000,-112.06556000,11/06/1991,Yes,3113
6-100216,"PHILLIPS 66 CO 7","PHILLIPS 66 CO","1240 W BROADWAY",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.49580000,-112.05087000,,Yes,3114
6-100217,"BUDGET RENT A CAR","COMPASS LEASING INC","2120 N SKYLINE",83402,Closure,Commercial,,"IDAHO FALLS", ,43.51556000,-112.06582000,11/25/1991,Yes,3115
6-100218,"GERALD R. FERGUSON CONSTRUCTION","VERLA FERGUSON","13437 N 45 E",83401,Closure,Contractor,,"IDAHO FALLS", ,43.61820000,-111.94444000,12/01/1998,Yes,3116
6-100219,"IDAHO BONDED, INC. J.R. S","IDAHO BONDED INC JR SIMPLOT CO","4050 E LINCOLN RD",83401,Closure,Other,,"IDAHO FALLS", ,43.51077000,-111.95311000,12/03/1991,Yes,3117
6-100221,"Pop N Cork","Baljit Athwal,Kin Enterprises Inc.","2480 N YELLOWSTONE",83401,Active,"Gas Station",208-529-1064,"IDAHO FALLS",4/11/2024,43.51782000,-112.00245000,02/12/1993,Yes,3118
6-100222,"DYNAMICS INC","DYNAMICS INC","340 MAY ST",83401,Closure,"Gas Station",,"IDAHO FALLS", ,43.50117000,-112.02761000,10/31/1991,Yes,4508
6-100223,"R-M INVESTMENT CO.","R-M INVESTMENT CO","1880 S YELLOWSTONE AVE",83403,Closure,"Gas Station",,"IDAHO FALLS", ,43.48076000,-112.04712000,11/01/1991,Yes,3119
6-100224,"CARL ZITLAU 1","CARL ZITLAU","US Hwy 26
T02N R42E S27",83449,Closure,Farm,,"SWAN VALLEY", ,43.47880000,-111.49504000,01/12/1992,Yes,3120
6-100225,"CENEX FEED & SEED","CENEX LAND O'LAKES INC","2290 IONA RD",83403,Closure,Industrial,,"IDAHO FALLS", ,43.52500000,-111.98878000,12/16/1991,Yes,3121
6-100226,"FALLS VALLEY SUPPLY & STORAGE","WILCOX CONSTRUCTION CO INC","2025 FIRST ST",83401,Closure,Commercial,,"IDAHO FALLS", ,43.49690000,-111.99329000,05/29/1986,Yes,3122
6-100227,"WILCOX CONSTRUCTION CO","WILCOX CONSTRUCTION CO INC","3711 FIRST ST",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.49712000,-111.95985000,05/29/1986,Yes,3123
6-100228,"RIVERVIEW HOSPITAL","INTERMOUNTAIN HEALTH CARE INC","900 RIVERVIEW DR",83401,Closure,"Not Listed",,"IDAHO FALLS", ,43.54675000,-112.04976000,06/16/1988,Yes,3124
6-100230,"CITY OF IDAHO FALLS, WELL","CITY OF IDAHO FALLS","1515 S E BONNEVILLE",83405,Closure,"Local Government",,"IDAHO FALLS", ,43.48462000,-112.01423000,01/26/1993,Yes,3125
6-100231,"CITY OF IDAHO FALLS, WELL","CITY OF IDAHO FALLS","911 N WOODRUFF",83405,Closure,"Local Government",,"IDAHO FALLS", ,43.50571000,-112.00450000,01/26/1993,Yes,3126
6-100232,"EASTERN IDAHO VO-TECH SCHOOL","EASTERN IDAHO VO-TECH SCHOOL","1600 S 2500 E",83404,Closure,"State Government",,"IDAHO FALLS", ,43.48618000,-111.98512000,12/24/1992,Yes,3127
6-100233,"CITY OF IF ELECTRIC/IDAHO FALLS POWER","CITY OF IDAHO FALLS","Gem Lake Dam 
8635 S 35th W",83402,Closure,"Local Government",,"IDAHO FALLS",7/14/2009,43.42151000,-112.10269000,12/19/1991,Yes,3128
6-100236,"On The Run #80215","Parkland USA Corporation,Conrad & Bischoff","1520 E SUNNYSIDE RD",83404,Active,"Gas Station",,"IDAHO FALLS",12/16/2022,43.46750000,-112.00332000,08/05/2002,Yes,3129
6-100237,"UNION PACIFIC RAILROAD (6)","UNION PACIFIC RAILROAD","AMMON STATION",83401,Closure,Railroad,,"IDAHO FALLS", ,43.46973000,-111.95458000,09/20/1989,Yes,3130
